兩千年,DATE
中華民國,GPE
兩千三百萬,CARDINAL
四不一,CARDINAL
陸委會,ORG
四,CARDINAL
韓,PERSON
憲法,LAW
2000年,DATE
陳水扁,PERSON
宋楚瑜,PERSON
台灣,GPE
兩,CARDINAL
中國,GPE
