蔡,PERSON
韓國,GPE
一萬零八百,CARDINAL
黎智英,ORG
兩個月前,DATE
蘋果日報,WORK_OF_ART
幾十年來,DATE
壹週刊,WORK_OF_ART
60%,PERCENT
6%,PERCENT
中華民國,GPE
台灣,NORP
蔡英文,PERSON
今天,DATE
百分之93,PERCENT
台灣,GPE
兩,CARDINAL
12%,PERCENT
四萬,CARDINAL
韓國瑜,PERSON
第一,ORDINAL
幾歲,DATE
3%,PERCENT
